,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
5299,2127,00:42.6,,,,,,1164.946621,,
5300,2127,23:44.9,,,,,,6.581995855,,
5301,2127,58:37.1,,,,,,326.747809,,
5302,2128,00:00.0,,,,,,,,
5303,2131,53:26.6,RESPONSE,,,,,,,
5304,2131,29:34.5,RISK,,,,,,,
5305,2131,45:47.3,APPROVED,DIGITAL,31,17300,32,,,
5306,2131,03:57.1,,,,,,1666.889191,,
5307,2131,20:15.6,,,,,,355.1963578,,
5308,2131,35:25.8,,,,,,98.54662755,,
5309,2131,19:10.2,,,,,,7.264052672,,
5310,2132,25:17.1,RESPONSE,,,,,,,
5311,2132,36:24.0,RISK,,,,,,,
5312,2132,58:56.9,REJECTED,INCOME,,,,,,
5313,2135,04:36.8,RESPONSE,,,,,,,
5314,2135,51:59.4,RISK,,,,,,,
5315,2135,22:06.4,REJECTED,USAGE,,,,,,
5316,2137,37:51.1,RESPONSE,,,,,,,
5317,2137,01:36.2,RISK,,,,,,,
5318,2137,53:15.6,REJECTED,EMPTY,,,,,,
5319,2138,11:43.1,RESPONSE,,,,,,,
5320,2138,48:13.8,RISK,,,,,,,
5321,2138,38:34.9,REJECTED,USAGE,,,,,,
5322,2139,00:00.0,,,,,,,,
5323,2141,51:24.9,RESPONSE,,,,,,,
5324,2141,32:16.8,RISK,,,,,,,
5325,2141,54:54.0,APPROVED,DIGITAL,33,59300,49,,,
5326,2141,17:31.5,,,,,,283.6458358,,
5327,2142,00:00.0,,,,,,,,
5328,2143,53:21.9,RESPONSE,,,,,,,
5329,2143,07:51.2,RISK,,,,,,,
5330,2143,37:19.6,APPROVED,DIGITAL,46,2500,45,,,
5331,2143,32:44.7,,,,,,38.42164365,,
5332,2144,00:00.0,,,,,,,,
5333,2145,00:00.0,,,,,,,,
5334,2146,53:26.1,RESPONSE,,,,,,,
5335,2146,14:17.8,RISK,,,,,,,
5336,2146,07:39.9,REJECTED,USAGE,,,,,,
5337,2148,00:00.0,,,,,,,,
5338,2150,00:00.0,,,,,,,,
5339,2152,43:10.2,RESPONSE,,,,,,,
5340,2152,19:34.2,RISK,,,,,,,
5341,2152,44:01.0,APPROVED,PLASTIC,42,11300,47,,,
5342,2152,17:02.2,DELIVERED,,,,,,11560,1
5343,2153,00:00.0,,,,,,,,
5344,2156,52:47.6,RESPONSE,,,,,,,
5345,2156,57:44.5,RISK,,,,,,,
5346,2156,41:25.1,APPROVED,PLASTIC,43,4600,48,,,
5347,2156,06:26.7,DELIVERED,,,,,,44100,1
5348,2157,27:24.7,RESPONSE,,,,,,,
5349,2157,23:44.3,RISK,,,,,,,
5350,2157,04:20.4,REJECTED,MOP,,,,,,
5351,2158,31:43.2,RESPONSE,,,,,,,
5352,2158,53:41.3,RISK,,,,,,,
5353,2158,51:48.5,APPROVED,DIGITAL,35,35800,34,,,
5354,2159,00:00.0,,,,,,,,
5355,2160,35:23.9,RESPONSE,,,,,,,
5356,2160,04:38.2,RISK,,,,,,,
5357,2160,58:54.5,APPROVED,PLASTIC,36,700,48,,,
5358,2160,33:31.2,DELIVERED,,,,,,11560,2
5359,2160,58:04.5,,,,,,909.5156651,,
5360,2160,46:02.8,,,,,,776.8085617,,
5361,2160,38:36.7,,,,,,193.8255272,,
5362,2160,07:19.3,,,,,,10491.1582,,
5363,2162,20:50.3,RESPONSE,,,,,,,
5364,2162,09:44.2,RISK,,,,,,,
5365,2162,06:43.1,APPROVED,DIGITAL,48,9300,44,,,
5366,2162,34:21.3,,,,,,26.08174586,,
5367,2162,53:29.4,,,,,,41.88502172,,
5368,2162,42:52.3,,,,,,29354.23737,,
5369,2162,57:53.3,,,,,,103.7553076,,
5370,2162,42:07.9,,,,,,63.99663001,,
5371,2163,22:15.2,RESPONSE,,,,,,,
5372,2163,36:16.8,RISK,,,,,,,
5373,2163,16:48.1,APPROVED,PLASTIC,46,26200,41,,,
5374,2163,22:30.2,DELIVERED,,,,,,64000,2
5375,2163,00:41.9,,,,,,0.342075307,,
5376,2163,30:23.6,,,,,,6868.139351,,
5377,2163,24:36.2,,,,,,1004.667917,,
5378,2163,31:11.6,,,,,,565.444031,,
5379,2163,57:00.5,,,,,,245.2187048,,
5380,2164,35:18.0,RESPONSE,,,,,,,
5381,2164,10:07.7,RISK,,,,,,,
5382,2164,01:07.3,APPROVED,PLASTIC,46,49500,47,,,
5383,2164,53:18.9,DELIVERED,,,,,,11560,1
5384,2164,57:48.8,,,,,,155.9329675,,
5385,2164,58:59.2,,,,,,128.0277814,,
5386,2164,51:03.9,,,,,,116.1933014,,
5387,2164,46:04.4,,,,,,219.6364195,,
5388,2168,35:56.3,RESPONSE,,,,,,,
5389,2168,06:36.7,RISK,,,,,,,
5390,2168,59:26.0,APPROVED,DIGITAL,37,35800,37,,,
5391,2168,59:35.3,,,,,,54.69364896,,
5392,2170,56:26.9,RESPONSE,,,,,,,
5393,2170,34:05.8,RISK,,,,,,,
5394,2170,03:30.3,APPROVED,PLASTIC,33,3800,48,,,
5395,2170,45:18.3,DELIVERED,,,,,,44100,3
5396,2170,46:44.8,,,,,,772.8211415,,
5397,2170,57:55.0,,,,,,548.6636625,,
5398,2170,47:30.6,,,,,,101.8615829,,
5399,2170,12:37.0,,,,,,101.6607285,,
5400,2171,22:52.6,RESPONSE,,,,,,,
5401,2171,06:44.6,RISK,,,,,,,
5402,2171,15:19.6,APPROVED,PLASTIC,48,600,48,,,
5403,2171,25:07.8,DELIVERED,,,,,,44100,2
5404,2171,14:35.4,,,,,,310.6331965,,
5405,2171,00:04.0,,,,,,101.7830241,,
5406,2171,55:50.9,,,,,,25.65528216,,
5407,2171,01:43.2,,,,,,412.8315468,,
5408,2172,26:20.6,RESPONSE,,,,,,,
5409,2172,15:55.8,RISK,,,,,,,
5410,2172,14:53.0,APPROVED,PLASTIC,35,2100,32,,,
5411,2172,30:04.6,DELIVERED,,,,,,53100,4
5412,2172,02:30.9,,,,,,60.52672485,,
5413,2172,48:34.5,,,,,,37.39189803,,
5414,2174,33:17.5,RESPONSE,,,,,,,
5415,2174,55:04.8,RISK,,,,,,,
5416,2174,33:21.0,REJECTED,MOP,,,,,,
5417,2175,19:46.6,RESPONSE,,,,,,,
5418,2175,30:26.0,RISK,,,,,,,
5419,2175,25:41.7,APPROVED,PLASTIC,31,51400,30,,,
5420,2175,50:12.9,DELIVERED,,,,,,53100,3
5421,2177,00:00.0,,,,,,,,
5422,2178,22:46.8,RESPONSE,,,,,,,
5423,2178,42:05.4,RISK,,,,,,,
5424,2178,52:47.2,APPROVED,DIGITAL,42,2200,36,,,
5425,2178,04:52.3,,,,,,98.11333842,,
5426,2178,15:05.5,,,,,,372.9876395,,
5427,2179,51:08.4,RESPONSE,,,,,,,
5428,2179,26:52.3,RISK,,,,,,,
5429,2179,09:02.5,APPROVED,PLASTIC,40,6400,37,,,
5430,2179,21:50.5,DELIVERED,,,,,,53100,3
5431,2181,00:00.0,,,,,,,,
5432,2182,51:54.3,RESPONSE,,,,,,,
5433,2182,02:31.9,RISK,,,,,,,
5434,2182,18:19.1,APPROVED,DIGITAL,31,17500,35,,,
5435,2185,25:14.1,RESPONSE,,,,,,,
5436,2185,49:46.8,RISK,,,,,,,
5437,2185,20:20.2,APPROVED,DIGITAL,33,9900,35,,,
5438,2185,55:50.1,,,,,,518.0053381,,
5439,2185,17:34.2,,,,,,7335.305086,,
5440,2187,00:00.0,,,,,,,,
5441,2188,54:31.8,RESPONSE,,,,,,,
5442,2188,46:34.2,RISK,,,,,,,
5443,2188,46:10.9,APPROVED,PLASTIC,41,1100,32,,,
5444,2188,19:14.7,DELIVERED,,,,,,11560,3
5445,2188,21:10.4,,,,,,267.4642495,,
5446,2189,21:23.2,RESPONSE,,,,,,,
5447,2189,30:12.5,RISK,,,,,,,
5448,2189,53:48.5,REJECTED,EMPTY,,,,,,
5449,2191,05:33.3,RESPONSE,,,,,,,
5450,2191,20:53.8,RISK,,,,,,,
5451,2191,53:39.2,REJECTED,EMPTY,,,,,,
5452,2192,00:00.0,,,,,,,,
5453,2195,37:54.6,RESPONSE,,,,,,,
5454,2195,17:56.8,RISK,,,,,,,
5455,2195,30:22.1,REJECTED,INCOME,,,,,,
5456,2196,50:33.1,RESPONSE,,,,,,,
5457,2196,40:38.4,RISK,,,,,,,
5458,2196,49:54.8,APPROVED,PLASTIC,49,16100,49,,,
5459,2196,24:30.8,DELIVERED,,,,,,11560,2
5460,2196,36:22.4,,,,,,44.8824764,,
5461,2197,28:42.7,RESPONSE,,,,,,,
5462,2197,47:01.6,RISK,,,,,,,
5463,2197,41:41.6,REJECTED,MOP,,,,,,
5464,2199,49:36.1,RESPONSE,,,,,,,
5465,2199,42:58.1,RISK,,,,,,,
5466,2199,29:55.9,APPROVED,PLASTIC,42,2400,39,,,
5467,2199,41:30.8,DELIVERED,,,,,,64000,1
5468,2199,08:34.6,,,,,,1753.156755,,
5469,2199,29:45.5,,,,,,1935.635603,,
5470,2201,00:00.0,,,,,,,,
5471,2203,00:37.3,RESPONSE,,,,,,,
5472,2203,24:28.0,RISK,,,,,,,
5473,2203,47:57.5,REJECTED,EMPTY,,,,,,
5474,2204,00:00.0,,,,,,,,
5475,2205,07:43.6,RESPONSE,,,,,,,
5476,2205,03:50.1,RISK,,,,,,,
5477,2205,06:50.0,APPROVED,DIGITAL,33,1600,31,,,
5478,2205,55:49.6,,,,,,16.96887452,,
5479,2207,00:00.0,,,,,,,,
5480,2209,38:08.3,RESPONSE,,,,,,,
5481,2209,31:58.2,RISK,,,,,,,
5482,2209,06:33.0,APPROVED,PLASTIC,39,5500,46,,,
5483,2209,50:53.6,DELIVERED,,,,,,53100,1
5484,2209,41:17.7,,,,,,7613.054092,,
5485,2211,10:13.2,RESPONSE,,,,,,,
5486,2211,46:49.7,RISK,,,,,,,
5487,2211,50:33.1,APPROVED,PLASTIC,33,23600,30,,,
5488,2211,22:54.7,DELIVERED,,,,,,44100,0
5489,2213,00:00.0,,,,,,,,
5490,2214,00:00.0,,,,,,,,
5491,2215,00:00.0,,,,,,,,
5492,2216,53:03.8,RESPONSE,,,,,,,
5493,2216,48:20.0,RISK,,,,,,,
5494,2216,03:37.7,APPROVED,DIGITAL,31,12100,35,,,
5495,2216,08:38.0,,,,,,24.62823531,,
5496,2217,20:03.3,RESPONSE,,,,,,,
5497,2217,05:57.0,RISK,,,,,,,
5498,2217,48:31.8,REJECTED,INCOME,,,,,,
5499,2218,00:00.0,,,,,,,,
5500,2219,00:00.0,,,,,,,,
5501,2220,14:56.0,RESPONSE,,,,,,,
5502,2220,21:20.2,RISK,,,,,,,
5503,2220,48:55.8,REJECTED,USAGE,,,,,,
5504,2223,00:00.0,,,,,,,,
5505,2224,00:00.0,,,,,,,,
5506,2226,36:42.4,RESPONSE,,,,,,,
5507,2226,46:44.5,RISK,,,,,,,
5508,2226,00:38.9,APPROVED,PLASTIC,41,28300,47,,,
5509,2226,49:49.3,DELIVERED,,,,,,44100,2
5510,2226,52:23.7,,,,,,27.73093029,,
5511,2227,00:00.0,,,,,,,,
5512,2228,45:32.3,RESPONSE,,,,,,,
5513,2228,48:02.4,RISK,,,,,,,
5514,2228,57:24.2,APPROVED,DIGITAL,42,15400,39,,,
5515,2228,37:53.1,,,,,,50.77961375,,
5516,2228,31:29.8,,,,,,883.8550548,,
5517,2229,00:00.0,,,,,,,,
5518,2230,31:49.8,RESPONSE,,,,,,,
5519,2230,19:56.4,RISK,,,,,,,
5520,2230,30:51.5,REJECTED,MOP,,,,,,
5521,2231,00:00.0,,,,,,,,
5522,2232,26:19.2,RESPONSE,,,,,,,
5523,2232,12:52.5,RISK,,,,,,,
5524,2232,07:15.8,REJECTED,EMPTY,,,,,,
5525,2233,24:53.5,RESPONSE,,,,,,,
5526,2233,47:32.5,RISK,,,,,,,
5527,2233,59:44.6,REJECTED,USAGE,,,,,,
5528,2234,42:01.4,RESPONSE,,,,,,,
5529,2234,03:58.5,RISK,,,,,,,
5530,2234,27:09.7,APPROVED,DIGITAL,49,41000,40,,,
5531,2235,52:05.3,RESPONSE,,,,,,,
5532,2235,49:38.7,RISK,,,,,,,
5533,2235,46:21.6,REJECTED,USAGE,,,,,,
5534,2236,58:03.2,RESPONSE,,,,,,,
5535,2236,11:53.4,RISK,,,,,,,
5536,2236,34:48.5,APPROVED,PLASTIC,34,200,37,,,
5537,2236,01:45.2,DELIVERED,,,,,,44100,2
5538,2237,51:50.7,RESPONSE,,,,,,,
5539,2237,56:34.0,RISK,,,,,,,
5540,2237,43:55.4,APPROVED,DIGITAL,45,13900,38,,,
5541,2237,56:21.2,,,,,,14.48721947,,
5542,2237,35:21.4,,,,,,453.0686828,,
5543,2237,17:19.4,,,,,,711.6532976,,
5544,2237,18:29.3,,,,,,8627.557145,,
5545,2237,03:14.3,,,,,,2657.432116,,
5546,2239,27:44.7,RESPONSE,,,,,,,
5547,2239,20:41.1,RISK,,,,,,,
5548,2239,28:46.0,APPROVED,DIGITAL,48,36800,36,,,
5549,2239,15:39.2,,,,,,632.6132058,,
5550,2239,29:56.1,,,,,,83.38900046,,
5551,2239,44:01.8,,,,,,1062.782458,,
5552,2240,58:08.9,RESPONSE,,,,,,,
5553,2240,08:45.5,RISK,,,,,,,
5554,2240,07:31.8,APPROVED,PLASTIC,46,9500,47,,,
5555,2240,07:19.6,DELIVERED,,,,,,64000,3
5556,2240,25:02.6,,,,,,4653.136753,,
5557,2241,34:14.6,RESPONSE,,,,,,,
5558,2241,41:38.4,RISK,,,,,,,
5559,2241,19:08.4,APPROVED,PLASTIC,42,18300,35,,,
5560,2241,04:36.8,DELIVERED,,,,,,44100,1
5561,2241,35:22.7,,,,,,59.86423928,,
5562,2243,08:22.9,RESPONSE,,,,,,,
5563,2243,40:34.2,RISK,,,,,,,
5564,2243,22:08.8,REJECTED,USAGE,,,,,,
5565,2246,13:24.8,RESPONSE,,,,,,,
5566,2246,39:15.1,RISK,,,,,,,
5567,2246,46:29.9,APPROVED,DIGITAL,41,100,37,,,
5568,2246,36:22.3,,,,,,246.7972073,,
5569,2246,16:47.8,,,,,,527.1044146,,
5570,2246,12:43.8,,,,,,5764.340873,,
5571,2246,37:43.0,,,,,,18.52281542,,
5572,2246,18:44.7,,,,,,63.90301499,,
5573,2249,43:41.6,RESPONSE,,,,,,,
5574,2249,16:39.6,RISK,,,,,,,
5575,2249,32:51.3,APPROVED,PLASTIC,38,3000,42,,,
5576,2249,45:40.2,DELIVERED,,,,,,44100,3
5577,2249,15:43.9,,,,,,331.7640963,,
5578,2250,35:13.0,RESPONSE,,,,,,,
5579,2250,41:54.7,RISK,,,,,,,
5580,2250,15:54.4,APPROVED,PLASTIC,47,2700,31,,,
5581,2250,44:03.9,DELIVERED,,,,,,53100,3
5582,2250,20:45.0,,,,,,1116.195684,,
5583,2250,25:34.7,,,,,,4411.350504,,
5584,2250,47:57.7,,,,,,44.61775345,,
5585,2250,56:42.6,,,,,,85.82178687,,
5586,2250,59:07.1,,,,,,3763.570077,,
5587,2253,47:16.8,RESPONSE,,,,,,,
5588,2253,25:47.4,RISK,,,,,,,
5589,2253,18:14.2,REJECTED,USAGE,,,,,,
5590,2254,00:00.0,,,,,,,,
5591,2255,11:25.0,RESPONSE,,,,,,,
5592,2255,16:31.4,RISK,,,,,,,
5593,2255,39:24.3,APPROVED,DIGITAL,49,12900,33,,,
5594,2255,54:43.2,,,,,,582.4498338,,
5595,2255,12:16.6,,,,,,17794.97396,,
5596,2255,31:00.4,,,,,,141.6243325,,
5597,2255,47:19.6,,,,,,1351.565136,,
5598,2255,30:49.8,,,,,,636.5190405,,
5599,2256,32:41.0,RESPONSE,,,,,,,
5600,2256,43:12.0,RISK,,,,,,,
5601,2256,54:15.7,REJECTED,INCOME,,,,,,
5602,2257,00:00.0,,,,,,,,
5603,2258,59:45.9,RESPONSE,,,,,,,
5604,2258,23:49.7,RISK,,,,,,,
5605,2258,43:09.2,REJECTED,INCOME,,,,,,
5606,2261,04:30.9,RESPONSE,,,,,,,
5607,2261,12:26.8,RISK,,,,,,,
5608,2261,29:11.7,APPROVED,PLASTIC,30,6600,40,,,
5609,2261,16:48.8,DELIVERED,,,,,,64000,3
5610,2264,31:14.2,RESPONSE,,,,,,,
5611,2264,52:56.5,RISK,,,,,,,
5612,2264,31:24.7,REJECTED,USAGE,,,,,,
5613,2266,08:47.6,RESPONSE,,,,,,,
5614,2266,52:27.9,RISK,,,,,,,
5615,2266,07:35.6,APPROVED,PLASTIC,37,700,45,,,
5616,2266,58:09.7,DELIVERED,,,,,,11560,4
5617,2266,31:53.2,,,,,,98.62482309,,
5618,2268,00:00.0,,,,,,,,
5619,2269,00:00.0,,,,,,,,
5620,2270,10:37.5,RESPONSE,,,,,,,
5621,2270,25:42.9,RISK,,,,,,,
5622,2270,08:49.2,APPROVED,PLASTIC,49,4400,37,,,
5623,2270,49:11.1,DELIVERED,,,,,,11560,0
5624,2270,00:35.0,,,,,,148.2121069,,
5625,2270,04:09.6,,,,,,35.80027217,,
5626,2270,15:38.1,,,,,,38.02011939,,
5627,2270,07:02.3,,,,,,158.530825,,
5628,2270,53:17.7,,,,,,991.9066616,,
5629,2271,22:41.6,RESPONSE,,,,,,,
5630,2271,17:00.1,RISK,,,,,,,
5631,2271,55:25.8,APPROVED,PLASTIC,37,20800,48,,,
5632,2271,46:44.3,DELIVERED,,,,,,53100,1
5633,2271,38:11.6,,,,,,58.18055936,,
5634,2272,42:09.9,RESPONSE,,,,,,,
5635,2272,27:02.3,RISK,,,,,,,
5636,2272,28:00.2,APPROVED,PLASTIC,40,75400,32,,,
5637,2272,36:00.0,DELIVERED,,,,,,44100,1
5638,2272,36:57.0,,,,,,15960.22123,,
5639,2272,34:49.1,,,,,,9040.92443,,
5640,2272,45:41.2,,,,,,46.10886743,,
5641,2273,34:47.1,RESPONSE,,,,,,,
5642,2273,36:12.9,RISK,,,,,,,
5643,2273,31:57.9,APPROVED,PLASTIC,49,6500,38,,,
5644,2273,10:00.4,DELIVERED,,,,,,53100,2
5645,2273,28:12.6,,,,,,241.5400645,,
5646,2273,37:15.2,,,,,,8801.432002,,
5647,2273,53:40.0,,,,,,31.11488737,,
5648,2273,27:25.1,,,,,,568.3898919,,
5649,2274,07:30.0,RESPONSE,,,,,,,
5650,2274,31:40.2,RISK,,,,,,,
5651,2274,52:42.6,APPROVED,PLASTIC,49,10100,43,,,
5652,2274,00:05.5,DELIVERED,,,,,,11560,0
5653,2274,09:25.5,,,,,,613.0791787,,
5654,2274,21:21.1,,,,,,2060.802294,,
5655,2274,30:16.8,,,,,,1350.867836,,
5656,2274,20:00.9,,,,,,11.55782228,,
5657,2278,00:00.0,,,,,,,,
5658,2279,28:23.7,RESPONSE,,,,,,,
5659,2279,35:36.5,RISK,,,,,,,
5660,2279,53:10.1,REJECTED,INCOME,,,,,,
5661,2280,48:00.3,RESPONSE,,,,,,,
5662,2280,03:43.3,RISK,,,,,,,
5663,2280,52:48.8,APPROVED,DIGITAL,41,26400,49,,,
5664,2283,10:53.1,RESPONSE,,,,,,,
5665,2283,34:30.5,RISK,,,,,,,
5666,2283,40:43.7,APPROVED,PLASTIC,33,39100,47,,,
5667,2283,33:41.7,DELIVERED,,,,,,53100,2
5668,2283,36:05.8,,,,,,79.44305507,,
5669,2283,47:09.2,,,,,,136.9405943,,
5670,2283,01:45.1,,,,,,390.361482,,
5671,2283,07:28.0,,,,,,163.055681,,
5672,2284,58:12.2,RESPONSE,,,,,,,
5673,2284,54:30.1,RISK,,,,,,,
5674,2284,26:49.3,APPROVED,PLASTIC,44,7200,39,,,
5675,2284,03:22.9,DELIVERED,,,,,,44100,0
5676,2284,55:23.0,,,,,,4991.834178,,
5677,2284,32:57.5,,,,,,2488.383406,,
5678,2284,39:49.9,,,,,,896.7678137,,
5679,2284,49:48.8,,,,,,410.935036,,
5680,2286,21:04.5,RESPONSE,,,,,,,
5681,2286,27:54.3,RISK,,,,,,,
5682,2286,30:50.4,REJECTED,EMPTY,,,,,,
5683,2287,34:36.7,RESPONSE,,,,,,,
5684,2287,43:37.0,RISK,,,,,,,
5685,2287,12:10.5,APPROVED,DIGITAL,31,11700,37,,,
5686,2287,28:16.2,,,,,,9.310388787,,
5687,2287,13:58.9,,,,,,69.11966413,,
5688,2287,04:45.3,,,,,,163.9139019,,
5689,2288,46:14.9,RESPONSE,,,,,,,
5690,2288,56:06.2,RISK,,,,,,,
5691,2288,53:08.6,APPROVED,DIGITAL,34,16400,47,,,
5692,2288,08:07.1,,,,,,151.5376973,,
5693,2288,14:21.4,,,,,,13.68681635,,
5694,2288,24:09.1,,,,,,28.73921891,,
5695,2288,40:05.1,,,,,,9.624267498,,
5696,2288,50:50.9,,,,,,782.2394286,,
5697,2290,00:00.0,,,,,,,,
5698,2291,00:00.0,,,,,,,,
5699,2292,17:47.4,RESPONSE,,,,,,,
5700,2292,31:44.0,RISK,,,,,,,
5701,2292,26:00.0,APPROVED,PLASTIC,40,9500,49,,,
5702,2292,40:36.5,DELIVERED,,,,,,44100,3
5703,2294,25:58.3,RESPONSE,,,,,,,
5704,2294,37:47.9,RISK,,,,,,,
5705,2294,57:18.3,APPROVED,DIGITAL,39,26300,36,,,
5706,2294,13:04.0,,,,,,1732.969102,,
5707,2294,21:37.7,,,,,,49.35575051,,
5708,2294,53:47.9,,,,,,3062.758416,,
5709,2294,32:30.5,,,,,,5040.992038,,
5710,2295,00:00.0,,,,,,,,
5711,2296,49:35.4,RESPONSE,,,,,,,
5712,2296,42:09.2,RISK,,,,,,,
5713,2296,50:09.1,REJECTED,USAGE,,,,,,
5714,2297,00:00.0,,,,,,,,
5715,2298,00:00.0,,,,,,,,
5716,2299,37:49.0,RESPONSE,,,,,,,
5717,2299,19:48.8,RISK,,,,,,,
5718,2299,12:16.1,APPROVED,PLASTIC,42,61600,30,,,
5719,2299,02:23.2,DELIVERED,,,,,,44100,3
5720,2299,40:55.5,,,,,,145.2558555,,
5721,2299,54:24.6,,,,,,14.6434298,,
5722,2299,09:47.0,,,,,,40.43685219,,
5723,2300,00:00.0,,,,,,,,
5724,2301,01:43.0,RESPONSE,,,,,,,
5725,2301,07:32.2,RISK,,,,,,,
5726,2301,28:13.7,APPROVED,PLASTIC,45,4500,49,,,
5727,2301,50:35.4,DELIVERED,,,,,,53100,3
5728,2301,59:25.6,,,,,,15.3569949,,
5729,2301,31:15.9,,,,,,363.523872,,
5730,2301,10:49.4,,,,,,6.012542524,,
5731,2301,24:25.8,,,,,,650.4403028,,
5732,2303,37:54.8,RESPONSE,,,,,,,
5733,2303,54:24.2,RISK,,,,,,,
5734,2303,24:21.2,APPROVED,DIGITAL,38,3900,48,,,
5735,2303,36:44.6,,,,,,6.08067931,,
5736,2303,39:06.9,,,,,,343.6694323,,
5737,2303,38:36.5,,,,,,15307.71093,,
5738,2303,03:10.2,,,,,,765.9324442,,
5739,2303,10:59.2,,,,,,202.5600209,,
5740,2305,43:11.1,RESPONSE,,,,,,,
5741,2305,22:37.3,RISK,,,,,,,
5742,2305,44:26.4,REJECTED,INCOME,,,,,,
5743,2306,31:38.5,RESPONSE,,,,,,,
5744,2306,45:30.0,RISK,,,,,,,
5745,2306,32:46.6,APPROVED,DIGITAL,48,500,42,,,
5746,2306,52:09.1,,,,,,102.6770888,,
5747,2306,10:12.8,,,,,,166.1969554,,
5748,2306,21:28.0,,,,,,429.9190256,,
5749,2308,26:35.3,RESPONSE,,,,,,,
5750,2308,29:00.7,RISK,,,,,,,
5751,2308,53:45.1,REJECTED,INCOME,,,,,,
5752,2309,12:00.7,RESPONSE,,,,,,,
5753,2309,37:09.6,RISK,,,,,,,
5754,2309,40:06.1,REJECTED,MOP,,,,,,
5755,2311,34:37.7,RESPONSE,,,,,,,
5756,2311,48:13.6,RISK,,,,,,,
5757,2311,29:58.2,APPROVED,DIGITAL,40,22600,30,,,
5758,2311,09:35.6,,,,,,2386.522643,,
5759,2311,40:35.3,,,,,,917.620808,,
5760,2311,47:50.7,,,,,,173.9659269,,
5761,2311,58:42.9,,,,,,3105.838551,,
5762,2313,12:20.0,RESPONSE,,,,,,,
5763,2313,59:10.6,RISK,,,,,,,
5764,2313,35:42.6,REJECTED,EMPTY,,,,,,
5765,2314,00:00.0,,,,,,,,
5766,2315,00:00.0,,,,,,,,
5767,2316,42:45.2,RESPONSE,,,,,,,
5768,2316,12:45.8,RISK,,,,,,,
5769,2316,19:08.6,APPROVED,DIGITAL,46,10100,38,,,
5770,2316,00:01.4,,,,,,43.68465663,,
5771,2316,25:08.0,,,,,,34.85584738,,
5772,2316,10:20.6,,,,,,2137.734495,,
5773,2316,35:57.4,,,,,,9.819555274,,
5774,2316,09:45.2,,,,,,237.4422773,,
5775,2318,57:46.5,RESPONSE,,,,,,,
5776,2318,38:30.4,RISK,,,,,,,
5777,2318,49:24.6,APPROVED,PLASTIC,39,26000,37,,,
5778,2318,02:30.5,DELIVERED,,,,,,64000,2
5779,2318,49:18.2,,,,,,504.3567817,,
5780,2318,48:04.3,,,,,,1853.634383,,
5781,2318,07:57.9,,,,,,5741.957842,,
5782,2318,22:32.7,,,,,,6075.182696,,
5783,2318,57:36.9,,,,,,3315.247383,,
5784,2319,21:27.5,RESPONSE,,,,,,,
5785,2319,35:50.9,RISK,,,,,,,
5786,2319,32:46.8,APPROVED,DIGITAL,32,13600,47,,,
5787,2319,30:13.5,,,,,,0.557484653,,
5788,2319,56:48.5,,,,,,288.8917254,,
5789,2319,31:57.7,,,,,,715.7633995,,
5790,2319,43:36.9,,,,,,431.5019533,,
5791,2319,38:43.0,,,,,,116.363757,,
5792,2320,00:00.0,,,,,,,,
5793,2327,41:09.1,RESPONSE,,,,,,,
5794,2327,30:24.3,RISK,,,,,,,
5795,2327,52:51.9,APPROVED,PLASTIC,30,19400,49,,,
5796,2327,14:48.4,DELIVERED,,,,,,11560,3
5797,2327,28:37.5,,,,,,1045.234825,,
5798,2327,13:17.7,,,,,,9689.520319,,
5799,2329,18:22.1,RESPONSE,,,,,,,
5800,2329,26:35.3,RISK,,,,,,,
5801,2329,24:33.7,APPROVED,PLASTIC,33,34500,37,,,
5802,2329,55:21.6,DELIVERED,,,,,,11560,3
5803,2329,25:40.9,,,,,,9110.53425,,
5804,2329,18:13.8,,,,,,941.7446027,,
5805,2330,39:04.3,RESPONSE,,,,,,,
5806,2330,18:48.4,RISK,,,,,,,
5807,2330,49:34.7,REJECTED,EMPTY,,,,,,
5808,2331,22:09.7,RESPONSE,,,,,,,
5809,2331,30:16.4,RISK,,,,,,,
5810,2331,39:08.3,APPROVED,DIGITAL,37,4800,48,,,
5811,2331,17:20.6,,,,,,581.6821208,,
5812,2331,36:56.1,,,,,,85.03448145,,
5813,2331,25:53.9,,,,,,71.69666589,,
5814,2331,12:59.2,,,,,,10.3915591,,
5815,2332,25:17.6,RESPONSE,,,,,,,
5816,2332,11:53.1,RISK,,,,,,,
5817,2332,35:27.2,REJECTED,MOP,,,,,,
5818,2333,00:00.0,,,,,,,,
5819,2334,00:00.0,,,,,,,,
5820,2336,21:00.3,RESPONSE,,,,,,,
5821,2336,35:37.5,RISK,,,,,,,
5822,2336,27:31.4,REJECTED,MOP,,,,,,
5823,2338,30:30.6,RESPONSE,,,,,,,
5824,2338,52:59.7,RISK,,,,,,,
5825,2338,19:30.6,REJECTED,USAGE,,,,,,
5826,2339,53:38.0,RESPONSE,,,,,,,
5827,2339,12:56.3,RISK,,,,,,,
5828,2339,26:33.9,REJECTED,USAGE,,,,,,
5829,2341,51:23.6,RESPONSE,,,,,,,
5830,2341,26:35.1,RISK,,,,,,,
5831,2341,10:54.8,APPROVED,PLASTIC,33,5800,34,,,
